Year,Age,Gender,Educational Attainment,Personal Income,Population Count
01/01/2013 12:00:00 AM,65 to 80+,Male,High school or equivalent,"$15,000 to $24,999",112400
01/01/2013 12:00:00 AM,65 to 80+,Male,High school or equivalent,"$25,000 to $34,999",74106
01/01/2013 12:00:00 AM,65 to 80+,Male,High school or equivalent,"$35,000 to $49,999",52529
01/01/2013 12:00:00 AM,65 to 80+,Male,High school or equivalent,"$50,000 to $74,999",26962
01/01/2013 12:00:00 AM,65 to 80+,Male,High school or equivalent,"$75,000 and over",26720
01/01/2013 12:00:00 AM,65 to 80+,Male,"Some college, less than 4-yr degree",No Income,4295
01/01/2013 12:00:00 AM,65 to 80+,Male,"Some college, less than 4-yr degree","$5,000 to $9,999",21398
01/01/2013 12:00:00 AM,65 to 80+,Male,"Some college, less than 4-yr degree","$10,000 to $14,999",38857
01/01/2013 12:00:00 AM,65 to 80+,Male,"Some college, less than 4-yr degree","$15,000 to $24,999",121937
01/01/2013 12:00:00 AM,65 to 80+,Male,"Some college, less than 4-yr degree","$25,000 to $34,999",90111
01/01/2013 12:00:00 AM,65 to 80+,Male,"Some college, less than 4-yr degree","$35,000 to $49,999",86950
01/01/2013 12:00:00 AM,65 to 80+,Male,"Some college, less than 4-yr degree","$50,000 to $74,999",72542
01/01/2013 12:00:00 AM,65 to 80+,Male,"Some college, less than 4-yr degree","$75,000 and over",70476
01/01/2013 12:00:00 AM,65 to 80+,Male,Bachelor's degree or higher,No Income,24761
01/01/2013 12:00:00 AM,65 to 80+,Male,Bachelor's degree or higher,"$5,000 to $9,999",33040
01/01/2013 12:00:00 AM,65 to 80+,Male,Bachelor's degree or higher,"$10,000 to $14,999",40105
01/01/2013 12:00:00 AM,65 to 80+,Male,Bachelor's degree or higher,"$15,000 to $24,999",125756
01/01/2013 12:00:00 AM,65 to 80+,Male,Bachelor's degree or higher,"$25,000 to $34,999",89569
01/01/2013 12:00:00 AM,65 to 80+,Male,Bachelor's degree or higher,"$35,000 to $49,999",88804
01/01/2013 12:00:00 AM,65 to 80+,Male,Bachelor's degree or higher,"$50,000 to $74,999",122689
01/01/2013 12:00:00 AM,65 to 80+,Male,Bachelor's degree or higher,"$75,000 and over",250033
01/01/2013 12:00:00 AM,65 to 80+,Female,No high school diploma,No Income,70893
01/01/2013 12:00:00 AM,65 to 80+,Female,No high school diploma,"$5,000 to $9,999",150694
01/01/2013 12:00:00 AM,65 to 80+,Female,No high school diploma,"$10,000 to $14,999",177955
01/01/2013 12:00:00 AM,65 to 80+,Female,No high school diploma,"$15,000 to $24,999",46652
01/01/2013 12:00:00 AM,65 to 80+,Female,No high school diploma,"$25,000 to $34,999",11131
01/01/2013 12:00:00 AM,65 to 80+,Female,No high school diploma,"$35,000 to $49,999",8609
01/01/2013 12:00:00 AM,65 to 80+,Female,No high school diploma,"$50,000 to $74,999",7600
01/01/2013 12:00:00 AM,65 to 80+,Female,No high school diploma,"$75,000 and over",3026
01/01/2013 12:00:00 AM,65 to 80+,Female,High school or equivalent,No Income,43226
01/01/2013 12:00:00 AM,65 to 80+,Female,High school or equivalent,"$5,000 to $9,999",112957
01/01/2013 12:00:00 AM,65 to 80+,Female,High school or equivalent,"$10,000 to $14,999",194765
01/01/2013 12:00:00 AM,65 to 80+,Female,High school or equivalent,"$15,000 to $24,999",221218
01/01/2013 12:00:00 AM,65 to 80+,Female,High school or equivalent,"$25,000 to $34,999",36333
01/01/2013 12:00:00 AM,65 to 80+,Female,High school or equivalent,"$35,000 to $49,999",29427
01/01/2013 12:00:00 AM,65 to 80+,Female,High school or equivalent,"$50,000 to $74,999",20412
01/01/2013 12:00:00 AM,65 to 80+,Female,High school or equivalent,"$75,000 and over",8493
01/01/2013 12:00:00 AM,65 to 80+,Female,"Some college, less than 4-yr degree",No Income,13731
01/01/2013 12:00:00 AM,65 to 80+,Female,"Some college, less than 4-yr degree","$5,000 to $9,999",85075
01/01/2013 12:00:00 AM,65 to 80+,Female,"Some college, less than 4-yr degree","$10,000 to $14,999",131819
01/01/2013 12:00:00 AM,65 to 80+,Female,"Some college, less than 4-yr degree","$15,000 to $24,999",181219
01/01/2013 12:00:00 AM,65 to 80+,Female,"Some college, less than 4-yr degree","$25,000 to $34,999",56178
01/01/2013 12:00:00 AM,65 to 80+,Female,"Some college, less than 4-yr degree","$35,000 to $49,999",49614
01/01/2013 12:00:00 AM,65 to 80+,Female,"Some college, less than 4-yr degree","$50,000 to $74,999",57827
01/01/2013 12:00:00 AM,65 to 80+,Female,"Some college, less than 4-yr degree","$75,000 and over",39607
01/01/2013 12:00:00 AM,65 to 80+,Female,Bachelor's degree or higher,No Income,29147
01/01/2013 12:00:00 AM,65 to 80+,Female,Bachelor's degree or higher,"$5,000 to $9,999",48558
01/01/2013 12:00:00 AM,65 to 80+,Female,Bachelor's degree or higher,"$10,000 to $14,999",87412
01/01/2013 12:00:00 AM,65 to 80+,Female,Bachelor's degree or higher,"$15,000 to $24,999",94601
01/01/2013 12:00:00 AM,65 to 80+,Female,Bachelor's degree or higher,"$25,000 to $34,999",58537
01/01/2013 12:00:00 AM,65 to 80+,Female,Bachelor's degree or higher,"$35,000 to $49,999",49722
01/01/2013 12:00:00 AM,65 to 80+,Female,Bachelor's degree or higher,"$50,000 to $74,999",70534
01/01/2013 12:00:00 AM,65 to 80+,Female,Bachelor's degree or higher,"$75,000 and over",94383
01/01/2014 12:00:00 AM,00 to 17,Male,Children under 15,No Income,
01/01/2014 12:00:00 AM,00 to 17,Male,No high school diploma,No Income,610313
01/01/2014 12:00:00 AM,00 to 17,Male,No high school diploma,"$5,000 to $9,999",26380
01/01/2014 12:00:00 AM,00 to 17,Male,No high school diploma,"$10,000 to $14,999",11857
01/01/2014 12:00:00 AM,00 to 17,Male,No high school diploma,"$15,000 to $24,999",3920
01/01/2014 12:00:00 AM,00 to 17,Male,High school or equivalent,No Income,15741
01/01/2014 12:00:00 AM,00 to 17,Male,High school or equivalent,"$5,000 to $9,999",2048
01/01/2014 12:00:00 AM,00 to 17,Male,High school or equivalent,"$10,000 to $14,999",4355
01/01/2014 12:00:00 AM,00 to 17,Male,"Some college, less than 4-yr degree","$15,000 to $24,999",1664
01/01/2014 12:00:00 AM,00 to 17,Female,Children under 15,No Income,
01/01/2014 12:00:00 AM,00 to 17,Female,No high school diploma,No Income,639596
01/01/2014 12:00:00 AM,00 to 17,Female,No high school diploma,"$5,000 to $9,999",15795
01/01/2014 12:00:00 AM,00 to 17,Female,No high school diploma,"$10,000 to $14,999",13768
01/01/2014 12:00:00 AM,00 to 17,Female,No high school diploma,"$50,000 to $74,999",3265
01/01/2014 12:00:00 AM,00 to 17,Female,High school or equivalent,No Income,
01/01/2014 12:00:00 AM,00 to 17,Female,High school or equivalent,"$5,000 to $9,999",1583
01/01/2014 12:00:00 AM,00 to 17,Female,High school or equivalent,"$15,000 to $24,999",3116
01/01/2014 12:00:00 AM,00 to 17,Female,High school or equivalent,"$25,000 to $34,999",2190
01/01/2014 12:00:00 AM,00 to 17,Female,"Some college, less than 4-yr degree",No Income,
01/01/2014 12:00:00 AM,00 to 17,Female,"Some college, less than 4-yr degree","$5,000 to $9,999",1356
01/01/2014 12:00:00 AM,00 to 17,Female,"Some college, less than 4-yr degree","$15,000 to $24,999",2776
01/01/2014 12:00:00 AM,00 to 17,Female,Bachelor's degree or higher,"$10,000 to $14,999",
01/01/2014 12:00:00 AM,00 to 17,Female,Bachelor's degree or higher,"$15,000 to $24,999",2471
01/01/2014 12:00:00 AM,18 to 64,Male,No high school diploma,No Income,376783
01/01/2014 12:00:00 AM,18 to 64,Male,No high school diploma,"$5,000 to $9,999",158572
01/01/2014 12:00:00 AM,18 to 64,Male,No high school diploma,"$10,000 to $14,999",231957
01/01/2014 12:00:00 AM,18 to 64,Male,No high school diploma,"$15,000 to $24,999",460129
01/01/2014 12:00:00 AM,18 to 64,Male,No high school diploma,"$25,000 to $34,999",288460
01/01/2014 12:00:00 AM,18 to 64,Male,No high school diploma,"$35,000 to $49,999",194888
01/01/2014 12:00:00 AM,18 to 64,Male,No high school diploma,"$50,000 to $74,999",104646
01/01/2014 12:00:00 AM,18 to 64,Male,No high school diploma,"$75,000 and over",54734
01/01/2014 12:00:00 AM,18 to 64,Male,High school or equivalent,No Income,405204
01/01/2014 12:00:00 AM,18 to 64,Male,High school or equivalent,"$5,000 to $9,999",238754
01/01/2014 12:00:00 AM,18 to 64,Male,High school or equivalent,"$10,000 to $14,999",200365
01/01/2014 12:00:00 AM,18 to 64,Male,High school or equivalent,"$15,000 to $24,999",520580
01/01/2014 12:00:00 AM,18 to 64,Male,High school or equivalent,"$25,000 to $34,999",467906
01/01/2014 12:00:00 AM,18 to 64,Male,High school or equivalent,"$35,000 to $49,999",418051
01/01/2014 12:00:00 AM,18 to 64,Male,High school or equivalent,"$50,000 to $74,999",322511
01/01/2014 12:00:00 AM,18 to 64,Male,High school or equivalent,"$75,000 and over",227515
01/01/2014 12:00:00 AM,18 to 64,Male,"Some college, less than 4-yr degree",No Income,343156
01/01/2014 12:00:00 AM,18 to 64,Male,"Some college, less than 4-yr degree","$5,000 to $9,999",255129
01/01/2014 12:00:00 AM,18 to 64,Male,"Some college, less than 4-yr degree","$10,000 to $14,999",278291
01/01/2014 12:00:00 AM,18 to 64,Male,"Some college, less than 4-yr degree","$15,000 to $24,999",556174
01/01/2014 12:00:00 AM,18 to 64,Male,"Some college, less than 4-yr degree","$25,000 to $34,999",371185
01/01/2014 12:00:00 AM,18 to 64,Male,"Some college, less than 4-yr degree","$35,000 to $49,999",495675
01/01/2014 12:00:00 AM,18 to 64,Male,"Some college, less than 4-yr degree","$50,000 to $74,999",423087
01/01/2014 12:00:00 AM,18 to 64,Male,"Some college, less than 4-yr degree","$75,000 and over",495187
01/01/2014 12:00:00 AM,18 to 64,Male,Bachelor's degree or higher,No Income,181482
01/01/2014 12:00:00 AM,18 to 64,Male,Bachelor's degree or higher,"$5,000 to $9,999",86481
01/01/2014 12:00:00 AM,18 to 64,Male,Bachelor's degree or higher,"$10,000 to $14,999",104462
01/01/2014 12:00:00 AM,18 to 64,Male,Bachelor's degree or higher,"$15,000 to $24,999",233954
01/01/2014 12:00:00 AM,18 to 64,Male,Bachelor's degree or higher,"$25,000 to $34,999",218789
01/01/2014 12:00:00 AM,18 to 64,Male,Bachelor's degree or higher,"$35,000 to $49,999",357532
01/01/2014 12:00:00 AM,18 to 64,Male,Bachelor's degree or higher,"$50,000 to $74,999",682425
01/01/2014 12:00:00 AM,18 to 64,Male,Bachelor's degree or higher,"$75,000 and over",1628605
01/01/2014 12:00:00 AM,18 to 64,Female,No high school diploma,No Income,723208
01/01/2014 12:00:00 AM,18 to 64,Female,No high school diploma,"$5,000 to $9,999",239883
01/01/2014 12:00:00 AM,18 to 64,Female,No high school diploma,"$10,000 to $14,999",189839
01/01/2014 12:00:00 AM,18 to 64,Female,No high school diploma,"$15,000 to $24,999",277974
01/01/2014 12:00:00 AM,18 to 64,Female,No high school diploma,"$25,000 to $34,999",120389
01/01/2014 12:00:00 AM,18 to 64,Female,No high school diploma,"$35,000 to $49,999",43218
01/01/2014 12:00:00 AM,18 to 64,Female,No high school diploma,"$50,000 to $74,999",14635
01/01/2014 12:00:00 AM,18 to 64,Female,No high school diploma,"$75,000 and over",2058
01/01/2014 12:00:00 AM,18 to 64,Female,High school or equivalent,No Income,670294
01/01/2014 12:00:00 AM,18 to 64,Female,High school or equivalent,"$5,000 to $9,999",266348
01/01/2014 12:00:00 AM,18 to 64,Female,High school or equivalent,"$10,000 to $14,999",272824
01/01/2014 12:00:00 AM,18 to 64,Female,High school or equivalent,"$15,000 to $24,999",453432
01/01/2014 12:00:00 AM,18 to 64,Female,High school or equivalent,"$25,000 to $34,999",318868
01/01/2014 12:00:00 AM,18 to 64,Female,High school or equivalent,"$35,000 to $49,999",245318
01/01/2014 12:00:00 AM,18 to 64,Female,High school or equivalent,"$50,000 to $74,999",128589
01/01/2014 12:00:00 AM,18 to 64,Female,High school or equivalent,"$75,000 and over",52375
01/01/2014 12:00:00 AM,18 to 64,Female,"Some college, less than 4-yr degree",No Income,581907
01/01/2014 12:00:00 AM,18 to 64,Female,"Some college, less than 4-yr degree","$5,000 to $9,999",404151
01/01/2014 12:00:00 AM,18 to 64,Female,"Some college, less than 4-yr degree","$10,000 to $14,999",389764
01/01/2014 12:00:00 AM,18 to 64,Female,"Some college, less than 4-yr degree","$15,000 to $24,999",483518
01/01/2014 12:00:00 AM,18 to 64,Female,"Some college, less than 4-yr degree","$25,000 to $34,999",528017
01/01/2014 12:00:00 AM,18 to 64,Female,"Some college, less than 4-yr degree","$35,000 to $49,999",469153
01/01/2014 12:00:00 AM,18 to 64,Female,"Some college, less than 4-yr degree","$50,000 to $74,999",344454
01/01/2014 12:00:00 AM,18 to 64,Female,"Some college, less than 4-yr degree","$75,000 and over",155579
01/01/2014 12:00:00 AM,18 to 64,Female,Bachelor's degree or higher,No Income,359264
01/01/2014 12:00:00 AM,18 to 64,Female,Bachelor's degree or higher,"$5,000 to $9,999",148975
01/01/2014 12:00:00 AM,18 to 64,Female,Bachelor's degree or higher,"$10,000 to $14,999",206941
01/01/2014 12:00:00 AM,18 to 64,Female,Bachelor's degree or higher,"$15,000 to $24,999",352744
01/01/2014 12:00:00 AM,18 to 64,Female,Bachelor's degree or higher,"$25,000 to $34,999",340611
01/01/2014 12:00:00 AM,18 to 64,Female,Bachelor's degree or higher,"$35,000 to $49,999",531019
01/01/2014 12:00:00 AM,18 to 64,Female,Bachelor's degree or higher,"$50,000 to $74,999",660048
01/01/2014 12:00:00 AM,18 to 64,Female,Bachelor's degree or higher,"$75,000 and over",953282
01/01/2014 12:00:00 AM,65 to 80+,Male,No high school diploma,No Income,31263
01/01/2014 12:00:00 AM,65 to 80+,Male,No high school diploma,"$5,000 to $9,999",40404
01/01/2014 12:00:00 AM,65 to 80+,Male,No high school diploma,"$10,000 to $14,999",81810
01/01/2014 12:00:00 AM,65 to 80+,Male,No high school diploma,"$15,000 to $24,999",76893
01/01/2014 12:00:00 AM,65 to 80+,Male,No high school diploma,"$25,000 to $34,999",32058
01/01/2014 12:00:00 AM,65 to 80+,Male,No high school diploma,"$35,000 to $49,999",15212
01/01/2014 12:00:00 AM,65 to 80+,Male,No high school diploma,"$50,000 to $74,999",8569
01/01/2014 12:00:00 AM,65 to 80+,Male,No high school diploma,"$75,000 and over",2153
01/01/2014 12:00:00 AM,65 to 80+,Male,High school or equivalent,No Income,28914
01/01/2014 12:00:00 AM,65 to 80+,Male,High school or equivalent,"$5,000 to $9,999",44824
01/01/2014 12:00:00 AM,65 to 80+,Male,High school or equivalent,"$10,000 to $14,999",66527
01/01/2014 12:00:00 AM,65 to 80+,Male,High school or equivalent,"$15,000 to $24,999",116746
01/01/2014 12:00:00 AM,65 to 80+,Male,High school or equivalent,"$25,000 to $34,999",80555
01/01/2014 12:00:00 AM,65 to 80+,Male,High school or equivalent,"$35,000 to $49,999",64170
01/01/2014 12:00:00 AM,65 to 80+,Male,High school or equivalent,"$50,000 to $74,999",40307
01/01/2014 12:00:00 AM,65 to 80+,Male,High school or equivalent,"$75,000 and over",36180
01/01/2014 12:00:00 AM,65 to 80+,Male,"Some college, less than 4-yr degree",No Income,27344
01/01/2014 12:00:00 AM,65 to 80+,Male,"Some college, less than 4-yr degree","$5,000 to $9,999",15423
01/01/2014 12:00:00 AM,65 to 80+,Male,"Some college, less than 4-yr degree","$10,000 to $14,999",45185
01/01/2014 12:00:00 AM,65 to 80+,Male,"Some college, less than 4-yr degree","$15,000 to $24,999",101765
01/01/2014 12:00:00 AM,65 to 80+,Male,"Some college, less than 4-yr degree","$25,000 to $34,999",96958
01/01/2014 12:00:00 AM,65 to 80+,Male,"Some college, less than 4-yr degree","$35,000 to $49,999",83427
01/01/2014 12:00:00 AM,65 to 80+,Male,"Some college, less than 4-yr degree","$50,000 to $74,999",53141
01/01/2014 12:00:00 AM,65 to 80+,Male,"Some college, less than 4-yr degree","$75,000 and over",42633
01/01/2014 12:00:00 AM,65 to 80+,Male,Bachelor's degree or higher,No Income,19286
01/01/2014 12:00:00 AM,65 to 80+,Male,Bachelor's degree or higher,"$5,000 to $9,999",28093
01/01/2014 12:00:00 AM,65 to 80+,Male,Bachelor's degree or higher,"$10,000 to $14,999",36463
01/01/2014 12:00:00 AM,65 to 80+,Male,Bachelor's degree or higher,"$15,000 to $24,999",103998
01/01/2014 12:00:00 AM,65 to 80+,Male,Bachelor's degree or higher,"$25,000 to $34,999",74877
01/01/2014 12:00:00 AM,65 to 80+,Male,Bachelor's degree or higher,"$35,000 to $49,999",120656
01/01/2014 12:00:00 AM,65 to 80+,Male,Bachelor's degree or higher,"$50,000 to $74,999",154551
01/01/2014 12:00:00 AM,65 to 80+,Male,Bachelor's degree or higher,"$75,000 and over",294802
01/01/2014 12:00:00 AM,65 to 80+,Female,No high school diploma,No Income,73275
01/01/2014 12:00:00 AM,65 to 80+,Female,No high school diploma,"$5,000 to $9,999",158180
01/01/2014 12:00:00 AM,65 to 80+,Female,No high school diploma,"$10,000 to $14,999",161001
01/01/2014 12:00:00 AM,65 to 80+,Female,No high school diploma,"$15,000 to $24,999",60502
01/01/2014 12:00:00 AM,65 to 80+,Female,No high school diploma,"$25,000 to $34,999",23657
01/01/2014 12:00:00 AM,65 to 80+,Female,No high school diploma,"$35,000 to $49,999",7261
01/01/2014 12:00:00 AM,65 to 80+,Female,No high school diploma,"$50,000 to $74,999",4666
01/01/2014 12:00:00 AM,65 to 80+,Female,High school or equivalent,No Income,57461
01/01/2014 12:00:00 AM,65 to 80+,Female,High school or equivalent,"$5,000 to $9,999",76573
01/01/2014 12:00:00 AM,65 to 80+,Female,High school or equivalent,"$10,000 to $14,999",152945
01/01/2014 12:00:00 AM,65 to 80+,Female,High school or equivalent,"$15,000 to $24,999",161619
01/01/2014 12:00:00 AM,65 to 80+,Female,High school or equivalent,"$25,000 to $34,999",61889
01/01/2014 12:00:00 AM,65 to 80+,Female,High school or equivalent,"$35,000 to $49,999",55265
01/01/2014 12:00:00 AM,65 to 80+,Female,High school or equivalent,"$50,000 to $74,999",34110
01/01/2014 12:00:00 AM,65 to 80+,Female,High school or equivalent,"$75,000 and over",7122
01/01/2014 12:00:00 AM,65 to 80+,Female,"Some college, less than 4-yr degree",No Income,32604
01/01/2014 12:00:00 AM,65 to 80+,Female,"Some college, less than 4-yr degree","$5,000 to $9,999",135938
01/01/2014 12:00:00 AM,65 to 80+,Female,"Some college, less than 4-yr degree","$10,000 to $14,999",85356
01/01/2014 12:00:00 AM,65 to 80+,Female,"Some college, less than 4-yr degree","$15,000 to $24,999",203800
01/01/2014 12:00:00 AM,65 to 80+,Female,"Some college, less than 4-yr degree","$25,000 to $34,999",95482
01/01/2014 12:00:00 AM,65 to 80+,Female,"Some college, less than 4-yr degree","$35,000 to $49,999",64166
01/01/2014 12:00:00 AM,65 to 80+,Female,"Some college, less than 4-yr degree","$50,000 to $74,999",63144
01/01/2014 12:00:00 AM,65 to 80+,Female,"Some college, less than 4-yr degree","$75,000 and over",54704
01/01/2014 12:00:00 AM,65 to 80+,Female,Bachelor's degree or higher,No Income,15459
01/01/2014 12:00:00 AM,65 to 80+,Female,Bachelor's degree or higher,"$5,000 to $9,999",62471
01/01/2014 12:00:00 AM,65 to 80+,Female,Bachelor's degree or higher,"$10,000 to $14,999",104583
01/01/2014 12:00:00 AM,65 to 80+,Female,Bachelor's degree or higher,"$15,000 to $24,999",82988
01/01/2014 12:00:00 AM,65 to 80+,Female,Bachelor's degree or higher,"$25,000 to $34,999",59607
01/01/2014 12:00:00 AM,65 to 80+,Female,Bachelor's degree or higher,"$35,000 to $49,999",113584
01/01/2014 12:00:00 AM,65 to 80+,Female,Bachelor's degree or higher,"$50,000 to $74,999",97657
01/01/2014 12:00:00 AM,65 to 80+,Female,Bachelor's degree or higher,"$75,000 and over",110009
